Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
buffWaterStaminaRegenName,buffs,Buff,New,Drink,,,,,
buffYuccaJuiceCoolingDesc,buffs,Buff,KgNone,You feel cooler.,Vous avez moins chaud.,Du fühlst dich kühler.,,Te sientes más fresco.,
buffYuccaJuiceCoolingName,buffs,Buff,KgNone,Cool Drink,Boisson fraîche,Kühles Getränk,,Bebida fría,
buffYuccaJuiceCoolingTooltip,buffs,Buff,KgNone,You feel cooler.,Vous avez moins chaud.,Du fühlst dich kühler.,,Te sientes más fresco.,
burningSmall,buffs,Buff,KgNone,Burning,En feu,Brennen,,En llamas,
burningSmallDesc,buffs,Buff,KgNone,You are on fire. Get into the water to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.,
burningSmallTooltip,buffs,Buff,KgNone,You are on fire. Get into the water to douse it.,Vous êtes en feu. Jetez-vous dans l'eau pour éteindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu löschen.",,Estás ardiendo. Métete en el agua para apagarlo.,
caffeineBuzz,buffs,Buff,KgNone,Caffeine Buzz,Boost au café,Koffeinschub,,Cafeína Buzz,
caffeineBuzzDesc,buffs,Buff,KgNone,"Caffeine gives you energy, keeping your stamina higher and core body temperature warmer for a limited time.","La caféine vous donne de l'énergie, avec une forte endurance et une température corporelle plus élevée pendant une durée limitée.","Koffein verleiht dir Energie, hält deine Ausdauer auf einem hohen Niveau und wärmt dich für begrenzte Zeit.",,"La cafeína te da energía, aumenta tu resistencia y te ayuda a conservar el calor por un rato.",
caffeineBuzzTooltip,buffs,Buff,KgNone,A nice rush of energy and you feel warmer.,Un afflux d'énergie agréable qui vous réchauffe.,Ein schöner Energieschub und du fühlst dich gleich wärmer.,,Una buena dosis de energía y te entrarás en calor.,
criticalBlunt,buffs,Buff,KgNone,Blunt Trauma,Contusion,Stumpfes Trauma,,Traumatismo cerrado,
criticalBluntDesc,buffs,Buff,KgNone,You have blunt force trauma.,Vous souffrez d'une contusion.,Du hast eine stumpfe Gewalteinwirkung erlitten.,,Sufriste un fuerte traumatismo.,
criticalBluntTooltip,buffs,Buff,KgNone,You have blunt force trauma.,Vous souffrez d'une contusion.,Du hast eine stumpfe Gewalteinwirkung erlitten.,,Sufriste un fuerte traumatismo.,
cured,buffs,Buff,KgNone,Cured,Rémission,Geheilt,,Curado,
curedDesc,buffs,Buff,KgNone,You are immune to further infection.,Vous ne subirez plus cette infection.,Du bist immun gegen eine weitere Infektion.,,Ahora eres inmune a otras infecciones.,
curedTooltip,buffs,Buff,KgNone,You are immune to further infection.,Vous ne subirez plus cette infection.,Du bist immun gegen eine weitere Infektion.,,Ahora eres inmune a otras infecciones.,
firstAid,buffs,Buff,KgNone,First Aid,Premiers soins,Erste Hilfe,,Primeros auxilios,
firstAidDesc,buffs,Buff,KgNone,You applied a first aid bandage and are now healing.,Vous avez utilisé un bandage médical et êtes en train de guérir.,Du hast einen Erste-Hilfe-Verband eingesetzt und wirst jetzt geheilt.,,Te colocaste un vendaje de primeros auxilios y te estás curando.,
firstAidLarge,buffs,Buff,KgNone,First Aid,Premiers soins,Erste Hilfe,,Primeros auxilios,
firstAidLargeDesc,buffs,Buff,KgNone,You applied first aid and are now healing.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.,
firstAidLargeTooltip,buffs,Buff,KgNone,You applied first aid and are now healing.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.,
firstAidTooltip,buffs,Buff,KgNone,You applied first aid and are now healing.,Vous avez appliqué les premiers soins et êtes en train de guérir.,Du hast Erste Hilfe geleistet und wirst jetzt geheilt.,,Te aplicaste primeros auxilios y te estás curando.,
freshAir,buffs,Buff,KgNone,Fresh Air,Air frais,Frische Luft,,Aire fresco,
freshAirDesc,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,,
freshAirTooltip,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,,
hangover,buffs,Buff,KgNone,Hangover,Gueule de bois,Kater,,Crudo,
hangoverDesc,buffs,Buff,KgNone,You have a hangover. Now you know for how long and you wish you didn't.,Vous avez la gueule de bois. Et malheureusement vous en connaissez la durée.,"Du hast einen Kater. Jetzt weißt du, wie lange es anhält, aber dir wäre lieber, wenn du es nicht wüsstest.",,Tienes resaca. Ahora sabes cuánto te va a durar y desearías no haberlo hecho.,
hangoverTooltip,buffs,Buff,KgNone,You have a hangover.,Vous avez la gueule de bois.,Du hast einen Kater.,,Tienes resaca.,
healHealthMax,buffs,Buff,New,First Aid,,,,,
healHealthMaxDesc,buffs,Buff,New,You've dressed your wounds and are recovering your maximum health.,,,,,
healStaminaMax,buffs,Buff,New,Food,,,,,
healStaminaMaxDesc,buffs,Buff,New,You've ate some food and are recovering your maximum stamina.,,,,,
heat1,buffs,Buff,KgNone,Heat Stroke 1,Coup de chaleur 1,Hitzschlag 1,,Insolación 1,
heat1Desc,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 1. You should rest, find water or shelter. With a heat stroke you will dehydrate faster.","Vous subissez un coup de chaleur de niveau 1. Vous devriez vous reposer, trouver de l'eau ou vous abriter. Lors d'un coup de chaleur, vous vous déshydratez plus rapidement.","Du erleidest einen Hitzschlag im 1. Stadium. Du solltest dich ausruhen, Wasser oder einen Unterschlupf finden. Durch einen Hitzschlag dehydrierst du schneller.",,Estás experimentando una insolación de nivel 1. Deberías descansar y buscar agua o un refugio. Te deshidratas más rápido cuando tienes una insolación.,
heat1Tooltip,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 1. You should rest, find water or shelter.","Vous subissez un coup de chaleur de niveau 1. Vous devriez vous reposer, trouver de l'eau ou vous abriter.","Du erleidest einen Hitzschlag im 1. Stadium. Du solltest dich ausruhen, Wasser oder einen Unterschlupf finden.",,Estás experimentando una insolación de nivel 1. Deberías descansar y buscar agua o un refugio.,
heat2,buffs,Buff,KgNone,Heat Stroke 2,Coup de chaleur 2,Hitzschlag 2,,Insolación 2,
heat2Desc,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 2. You must rest, find water or shelter or you'll die. With a heat stroke you will dehydrate faster.","Vous subissez un coup de chaleur de niveau 2. Vous devez vous reposer, trouver de l'eau ou vous abriter si vous ne voulez pas mourir. Lors d'un coup de chaleur, vous vous déshydratez plus rapidement.","Du erleidest einen Hitzschlag im 2. Stadium. Du musst dich ausruhen, Wasser oder einen Unterschlupf finden, oder du wirst sterben. Durch einen Hitzschlag dehydrierst du schneller.",,"Estás experimentando una insolación de nivel 2. Tienes que descansar y buscar agua o un refugio, o morirás. Te deshidratas más rápido cuando tienes una insolación.",
heat2Tooltip,buffs,Buff,KgNone,"You're experiencing Heat Stroke Stage 2. You must rest, find water or shelter or you will die.","Vous subissez un coup de chaleur de niveau 2. Vous devez vous reposer, trouver de l'eau ou vous abriter si vous ne voulez pas mourir.","Du erleidest einen Hitzschlag im 2. Stadium. Du musst dich ausruhen, Wasser oder einen Unterschlupf finden, oder du wirst sterben.",,"Estás experimentando una insolación de nivel 2. Tienes que descansar y buscar agua o un refugio, o morirás.",
hypo1,buffs,Buff,KgNone,Hypothermia 1,Hypothermie 1,Unterkühlung 1,,Hipotermia 1,
hypo1Desc,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 1. Find clothing, take shelter or build a campfire. With hypothermia you will burn more calories.","Vous souffrez d'hypothermie de niveau 1. Trouvez des vêtements, abritez-vous ou construisez un feu de camp. Vous brûlerez plus de calories en état d'hypothermie.","Du erleidest eine Unterkühlung im 1. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 1. Busca ropa, encuentra un refugio o enciende una fogata. Quemas más calorías cuando tienes hipotermia.",
hypo1Tooltip,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 1. Find clothing, take shelter or build a campfire.","Vous souffrez d'hypothermie de niveau 1. Trouvez des vêtements, abritez-vous ou construisez un feu de camp.","Du erleidest eine Unterkühlung im 1. Stadium. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer.",,"Estás experimentando una hipotermia de nivel 1. Busca ropa, encuentra un refugio o enciende una fogata.",
hypo2,buffs,Buff,KgNone,Hypothermia 2,Hypothermie 2,Unterkühlung 2,,Hipotermia 2,
hypo2Desc,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 2. Find clothing, shelter or a campfire or you will die soon. With hypothermia you will burn more calories.","Vous souffrez d'hypothermie de niveau 2. Trouvez des vêtements, un abri ou un feu de camp si vous ne voulez pas mourir très vite. Vous brûlerez plus de calories en état d'hypothermie.","Du erleidest eine Unterkühlung im 2. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du wirst bald sterben. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 2. Busca ropa, encuentra un refugio o enciende una fogata, o morirás pronto. Quemas más calorías cuando tienes hipotermia.",
hypo2Tooltip,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 2. Find clothing, shelter or a campfire or you will die soon.","Vous souffrez d'hypothermie de niveau 2. Trouvez des vêtements, un abri ou un feu de camp si vous ne voulez pas mourir très vite.","Du erleidest eine Unterkühlung im 2. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du wirst bald sterben.",,"Estás experimentando una hipotermia de nivel 2. Busca ropa, encuentra un refugio o enciende una fogata, o morirás pronto.",
hypo3,buffs,Buff,KgNone,Hypothermia 3,Hypothermie 3,Unterkühlung 3,,Hipotermia 3,
hypo3Desc,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 3. Find clothing, shelter or a campfire or die. With hypothermia you will burn more calories.","Vous souffrez d'hypothermie de niveau 3. Trouvez des vêtements, un abri ou un feu de camp pour ne pas mourir. Vous brûlerez plus de calories en état d'hypothermie.","Du erleidest eine Unterkühlung im 3. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du stirbst. Durch Unterkühlung verbrennst du mehr Kalorien.",,"Estás experimentando una hipotermia de nivel 3. Busca ropa, encuentra un refugio o enciende una fogata, o morirás. Quemas más calorías cuando tienes hipotermia.",
hypo3Tooltip,buffs,Buff,KgNone,"You're experiencing Hypothermia Stage 3. Find clothing, shelter or a campfire or die.","Vous souffrez d'hypothermie de niveau 3. Trouvez des vêtements, un abri ou un feu de camp pour ne pas mourir.","Du erleidest eine Unterkühlung im 3. Stadium. Finde Kleidung, einen Unterschlupf oder ein Lagerfeuer, oder du stirbst.",,"Estás experimentando una hipotermia de nivel 3. Busca ropa, encuentra un refugio o enciende una fogata, o morirás.",
InstantSickDrunk,buffs,Buff,EnNone FrNone GrNone KgNone SpNone,,,,,,
overheated,buffs,Buff,KgNone,Overheated,Hyperthermie,Überhitzt,,Sobrecalentado,
overheatedDesc,buffs,Buff,KgNone,"You're overheating. Rest, find water or shelter. When hot you will dehydrate faster.","Vous souffrez d'hyperthermie. Reposez-vous, trouvez de l'eau ou abritez-vous. Lorsque vous avez chaud, vous vous déshydratez plus rapidement.","Du bist überhitzt. Ruhe dich aus, finde Wasser oder einen Unterschlupf. Wenn dir heiß ist, dehydrierst du schneller.",,Te estás sobrecalentando. Descansa y busca agua o un refugio. Te deshidratas más rápido cuando estás caliente.,
overheatedTooltip,buffs,Buff,KgNone,"You're overheating. Rest, find water or shelter.","Vous souffrez d'hyperthermie. Reposez-vous, trouvez de l'eau ou abritez-vous.","Du bist überhitzt. Ruhe dich aus, finde Wasser oder einen Unterschlupf.",,Te estás sobrecalentando. Descansa y busca agua o un refugio.,
sickDrunk,buffs,Buff,KgNone,Sick Drunk,Ivresse extrême,Sternhagelvoll,,Muy borracho,
sickDrunkDesc,buffs,Buff,KgNone,You are extremely drunk. There may be a duration but you can't figure it out.,"Vous êtes extrêmement ivre. Les effets ont une durée limitée, mais vous ne la connaissez pas.","Du bist extrem betrunken. Dies hält vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"Estás extremadamente borracho. Puede que solo sea durante un rato, pero no sabes cuánto durará.",
sickDrunkTooltip,buffs,Buff,KgNone,You are extremely drunk.,Vous êtes extrêmement ivre.,Du bist extrem betrunken.,,Estás extremadamente borracho.,
sleeping,buffs,Buff,KgNone,Resting,Repos,Ausruhen,,Descansando,
sleepingAwesome,buffs,Buff,KgNone,Resting,Repos,Ausruhen,,Descansando,
sleepingAwesomeDesc,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.,
sleepingAwesomeTooltip,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.,
sleepingDesc,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.,
sleepingTooltip,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.,
smell,buffs,Buff,KgNone,Emitting Smell,Odeur,Stinkende Last,,Emanando olor,
smellDesc,buffs,Buff,KgNone,You are carrying something that smells and attracts zombies. Store it in a container.,Vous portez quelque chose dont l'odeur attire les zombies. Placez-le dans un espace de stockage.,"Du trägst etwas bei dir, das stinkt und Zombies anzieht. Bewahre es in einem Behälter auf.",,Llevas algo que emana un olor y atrae a los zombis. Guárdalo en un recipiente.,
smellTooltip,buffs,Buff,KgNone,You are carrying something that smells and attracts zombies. Store it in a container.,Vous portez quelque chose dont l'odeur attire les zombies. Placez-le dans un espace de stockage.,"Du trägst etwas bei dir, das stinkt und Zombies anzieht. Bewahre es in einem Behälter auf.",,Llevas algo que emana un olor y atrae a los zombis. Guárdalo en un recipiente.,
smelly,buffs,Buff,KgNone,Smelly,Puanteur,Stinker,,Apestoso,
smellyDesc,buffs,Buff,KgNone,You stink.,Vous puez.,Du stinkst.,,Apestas.,
smellyTooltip,buffs,Buff,KgNone,You stink.,Vous puez.,Du stinkst.,,Apestas.,
snowberryPoisonDesc,buffs,Buff,New,Borderline edible means don't eat too much of this at once.,,,,,
snowberryPoisonName,buffs,Buff,New,Snowberry Poisoning,,,,,
snowberryPoisonTooltip,buffs,Buff,New,You are not feeling well.,,,,,
snowberryWarmingDesc,buffs,Buff,New,Great for cold days but treat with caution.,,,,,
snowberryWarmingName,buffs,Buff,New,Cold Resistance,,,,,
snowberryWarmingTooltip,buffs,Buff,New,The cold has lost some sting.,,,,,
stewWarming,buffs,Buff,KgNone,A nice hot stew,Un bon ragoût bien chaud,"Ein guter, warmer Eintopf",,Un rico estofado.,
stewWarmingDesc,buffs,Buff,KgNone,Just the thing to warm you up on a cold winter's nights.,Idéal pour se réchauffer lors des longues soirées d'hiver.,"Genau das Richtige, um dich in einer kalten Winternacht aufzuwärmen.",,Perfecto para calentarte en las frías noches invernales.,
stewWarmingTooltip,buffs,Buff,KgNone,"Your heart, soul, and the rest of you already feel warmer.","Votre cœur, votre âme et votre corps sont déjà réchauffés.","Dein Herz, deine Seele und der Rest von dir fühlen sich bereits wärmer.",,"Sientes más calidez en el corazón, alma y cuerpo.",
trapDamage1EffectDesc,buffs,Buff,New,You are taking damage from a trap. Move away!,,,,,
